Nazwa zmiennej	Etykieta zmiennej	Etykieta zmiennej.1	Katalog	Katalog.1	Grupa zmiennych	Grupa zmiennych w innym języku	Ukryta	Waga (0/1)	Długość roku	Atrybuty (n)	atrybut pisma	atrybut wskaźnika	atrybut wskaźnika slcwwr	atrybut wskaźnika slcwwc	atrybut wartości wskaźnika	Grupa zakresu danych	Archiwum
TUR_RZAG	Dokąd wyjeżdżał turystycznie: do rodziny/krewnych/przyjaciół za granicą	Dokąd wyjeżdżał turystycznie: do rodziny/krewnych/przyjaciół za granicą	Aktywność konsumencka respondenta/Turystyka	Aktywność konsumencka respondenta/Turystyka	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
TUR_WKRA	Dokąd wyjeżdżał turystycznie: na wczasy/wycieczkę/podróż po kraju	Dokąd wyjeżdżał turystycznie: na wczasy/wycieczkę/podróż po kraju	Aktywność konsumencka respondenta/Turystyka	Aktywność konsumencka respondenta/Turystyka	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
TUR_WZAG	Dokąd wyjeżdżał turystycznie: na wczasy/wycieczkę/podróż za granicę	Dokąd wyjeżdżał turystycznie: na wczasy/wycieczkę/podróż za granicę	Aktywność konsumencka respondenta/Turystyka	Aktywność konsumencka respondenta/Turystyka	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
LEKP_BYL	Czy w ciągu 12 miesięcy był u lekarza pierwszego kontaktu	Czy w ciągu 12 miesięcy był u lekarza pierwszego kontaktu	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKP_PLAC	Czy płacił za wizytę u lekarza pierwszego kontaktu	Czy płacił za wizytę u lekarza pierwszego kontaktu	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKS_BYL	Czy w ciągu 12 miesięcy był u lekarza specjalisty	Czy w ciągu 12 miesięcy był u lekarza specjalisty	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKS_PLAC	Czy płacił za wizytę u lekarza specjalisty	Czy płacił za wizytę u lekarza specjalisty	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKD_BYL	Czy w ciągu 12 miesięcy był u dentysty	Czy w ciągu 12 miesięcy był u dentysty	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKD_PLAC	Czy płacił za wizytę u dentysty	Czy płacił za wizytę u dentysty	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKB_BYL	Czy w ciągu 12 miesięcy wykonywał badania lekarskie	Czy w ciągu 12 miesięcy wykonywał badania lekarskie	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
LEKB_PLAC	Czy płacił za badania lekarskie	Czy płacił za badania lekarskie	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
ZDRO_ZAK	Indeks zakupu usług medycznych (kupiono w ciągu 12 miesięcy)	Indeks zakupu usług medycznych (kupiono w ciągu 12 miesięcy)	Aktywność konsumencka respondenta/Zdrowie	Aktywność konsumencka respondenta/Zdrowie	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	nigdy_archiwum
G_KTO	Kto jest głównym żywicielem	Kto jest głównym żywicielem	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_PLEC	Głowa rodziny: Płeć	Głowa rodziny: Płeć	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_WIEK	Głowa rodziny: Wiek w latach	Głowa rodziny: Wiek w latach	Główny żywiciel	Główny żywiciel	0	0	0	0	0	continuous	0	0	0	0	0	dane metryczkowe	0
G_WIEK5	Głowa rodziny: Kategoria wieku (5-letnie)	Głowa rodziny: Kategoria wieku (5-letnie)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_WIEK10	Głowa rodziny: Kategoria wieku (10-letnie)	Głowa rodziny: Kategoria wieku (10-letnie)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_EDUK12	Głowa rodziny: Wykształcenie (12 poziomów)	Głowa rodziny: Wykształcenie (12 poziomów)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_EDUK13	Głowa rodziny: Wykształcenie (13 poziomów)	Głowa rodziny: Poziom wykształcenia (13 poziomów)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_EDUK	Głowa rodziny: Wykształcenie (9 poziomów)	Głowa rodziny: Wykształcenie (9 poziomów)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_EDUK4	Głowa rodziny: Wykształcenie (4 poziomy)	Głowa rodziny: Wykształcenie (4 poziomy)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_UCZYSIE	Głowa rodziny: Czy obecnie się uczy	Głowa rodziny: Czy obecnie się uczy	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_SZKOLA	Głowa rodziny: W jakiej szkole uczy się obecnie	Głowa rodziny: W jakiej szkole uczy się obecnie	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_SYTZAW	Głowa rodziny: Sytuacja zawodowa	Głowa rodziny: Sytuacja zawodowa	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_SYTZA9	Głowa rodziny: Aktualna sytuacja zawodowa (9 kategorii)	Głowa rodziny: Aktualna sytuacja zawodowa (9 kategorii)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
G_SYTZ12	Głowa rodziny: Aktualna sytuacja zawodowa (12 kategorii)	Głowa rodziny: Aktualna sytuacja zawodowa (12 kategorii)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
GG_PRST	Ma stałą pracę	Ma stałą pracę	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
GG_PRDO	Pracuje dorywczo	Pracuje dorywczo	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
GG_BZRB	Bezrobotny	Bezrobotny	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
GG_DOM	Nie pracuje - zajmuje się domem	Nie pracuje - zajmuje się domem	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
GG_STUD	Uczy się / studiuje	Uczy się / studiuje	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
GG_EMER	Emeryt / rencista	Emeryt / rencista	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	Główny żywiciel/Głowa rodziny: sytuacja zawodowa	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
G_PRAC	Głowa rodziny: Czy kiedykolwiek pracował przez rok lub dłużej?	Głowa rodziny: Czy kiedykolwiek pracował przez rok lub dłużej?	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_PRAC6	Głowa rodziny: Czy kiedykolwiek pracował?	Głowa rodziny: Czy kiedykolwiek pracował?	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_ZAWOD	Głowa rodziny: Kategoria zawodowa	Głowa rodziny: Kategoria zawodowa	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_STATUS	Głowa rodziny: Status społeczno-zawodowy	Głowa rodziny: Status społeczno-zawodowy	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_WLAS	Głowa rodziny: Czy jest właścicielem firmy lub gospodarstwa rolnego?	Głowa rodziny: Czy jest właścicielem firmy lub gospodarstwa rolnego?	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_WLAS3	Głowa rodziny: Pracownik najemny/właściciel/rolnik	Głowa rodziny: Pracownik najemny/właściciel/rolnik	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_WLAS6	Głowa rodziny: Pracownik najemny/właściciel firmy (6 kategorii)	Głowa rodziny: Pracownik najemny/właściciel firmy (6 kategorii)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_KIER	Głowa rodziny: Czy kieruje pracą innych osób?	Głowa rodziny: Czy kieruje pracą innych osób?	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_POZKIE	Głowa rodziny: Czy kieruje pracą innych osób?	Głowa rodziny: Czy kieruje pracą innych osób?	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
G_WLAS7	Głowa rodziny: Pracownik najemny/właściciel firmy (7 kategorii)	Głowa rodziny: Pracownik najemny/właściciel firmy (7 kategorii)	Główny żywiciel	Główny żywiciel	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
K4	Czy respondent robi codzienne zakupy?	Czy respondent robi codzienne zakupy?	Prowadzący dom (główny kupujący)	Prowadzący dom (główny kupujący)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
D_KTO	Kto prowadzi dom (4 kategorie)	Kto prowadzi dom (4 kategorie)	Prowadzący dom (główny kupujący)	Prowadzący dom (główny kupujący)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
D_KTO8	Kto prowadzi dom	Kto prowadzi dom	Prowadzący dom (główny kupujący)	Prowadzący dom (główny kupujący)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
KLASSPOL	Klasa społeczna rodziny	Klasa społeczna rodziny	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
SYTMAT	Samoocena sytuacji materialnej	Samoocena sytuacji materialnej	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
SYTMATP5	Sytuacja materialna przed 5 laty	Sytuacja materialna przed 5 laty	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
SYTMATZ5	Sytuacja materialna za 5 lat	Sytuacja materialna za 5 lat	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
MIE_GDZIE	Gdzie obecnie mieszka	Gdzie obecnie mieszka	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
MIE_WLAS	Czyją własnością jest lokal, w którym mieszka	Czyją własnością jest lokal, w którym mieszka	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
NIERP_DOM	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: mieszkanie, dom lub segment	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: mieszkanie, dom lub segment	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_DZIA	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: działka	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: działka	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_GRUN	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: grunty rolne lub leśne	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: grunty rolne lub leśne	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_GOSP	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: budynki gospodarstwa rolnego	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: budynki gospodarstwa rolnego	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_INNE	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: inne	Posiadane nieruchomości przez respondenta lub współmałżonka(ę): Posiadane nieruchomości: inne	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości/Posiadane nieruchomości przez respondenta lub współałżonka(ę)	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_DOMS	Posiadane nieruchomości przez respondenta: dom lub segment	Posiadane nieruchomości przez respondenta: dom lub segment	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_MIESZ	Posiadane nieruchomości przez respondenta: mieszkanie	Posiadane nieruchomości przez respondenta: mieszkanie	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERP_INDEX	Liczba mieszkań/domów posiadanych przez respondenta lub współmałżonka	Liczba mieszkań/domów posiadanych przez respondenta lub współmałżonka	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
SMCH_ILE	Liczba samochodów w gospodarstwie domowym (3 kategorie)	Liczba samochodów w gospodarstwie domowym (3 kategorie)	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Samochód	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Samochód	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
GOSPSAMO	Gospodarstwo: samochód	Gospodarstwo: samochód	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Samochód	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Samochód	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
WG_KSIA	Książki w gospodarstwie domowym	Książki w gospodarstwie domowym	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
WGLR_KSIA	Liczba książek w gospodarstwie domowym	Liczba książek w gospodarstwie domowym	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
WG_PCD	Płyty CD z muzyką w gospodarstwie domowym	Płyty CD z muzyką w gospodarstwie domowym	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WGLR_PCD	Liczba płyt CD z muzyką	Liczba płyt CD z muzyką	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_PDVD	Płyty DVD z muzyką i filmami w gospodarstwie domowym	Płyty DVD z muzyką i filmami w gospodarstwie domowym	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WGLR_PDVD	Liczba płyt DVD z muzyką i filmami	Liczba płyt DVD z muzyką i filmami	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra kultury	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
DGOSPK20	Miesięczny dochód gospodarstwa netto (20 kategorii)	Miesięczny dochód gospodarstwa netto (20 kategorii)	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
DGOSPK21	Miesięczny dochód gospodarstwa netto (21 kategorii)	Miesięczny dochód gospodarstwa netto (21 kategorii)	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
DGOSPK4	Miesięczny dochód gospodarstwa netto (4 kategorie)	Miesięczny dochód gospodarstwa netto (4 kategorie)	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
DGOSPKAT	Miesięczny dochód gospodarstwa netto	Miesięczny dochód gospodarstwa netto	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
DGOSPK5	Miesięczny dochód gospodarstwa netto (5 kategorii)	Miesięczny dochód gospodarstwa netto (5 kategorii)	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
WG_APCYF	cyfrowy aparat fotograficzny	cyfrowy aparat fotograficzny	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_BLRAY	odtwarzacz płyt Blu-Ray	odtwarzacz płyt Blu-Ray	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_EBOOK	czytnik eBook	czytnik eBook	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_INTMO	Internet mobilny	Internet mobilny	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_KINO	zestaw kina domowego	zestaw kina domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_KMSTL	komputer stacjonarny lub laptop	komputer stacjonarny lub laptop	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_SLINT	stałe łącze internetowe	stałe łącze internetowe	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_SMFON	smartfon	smartfon	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_TABLT	tablet	tablet	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_TVLCP	telewizor LCD lub plazmowy	telewizor LCD lub plazmowy	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_WIEZA	zestaw audio typu wieża	zestaw audio typu wieża	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	zawsze_archiwum
WG_ZMYWA	zmywarka do naczyń	zmywarka do naczyń	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego/Dobra trwałego użytku	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
WG_INDEX	Indeks posiadania dóbr trwałego użytku	Indeks posiadania dóbr trwałego użytku	Sytuacja społeczna i wyposażenie gospodarstwa domowego	Sytuacja społeczna i wyposażenie gospodarstwa domowego	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIER_KDOM	kupiono mieszkanie, dom lub segment (kupiono/zbudowano lub zamiar w ciągu 3 lat)	kupiono mieszkanie, dom lub segment (kupiono/zbudowano lub zamiar w ciągu 3 lat)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
NIER_BDOM	zbudowano dom lub segment (kupiono/zbudowano lub zamiar w ciągu 3 lat)	zbudowano dom lub segment (kupiono/zbudowano lub zamiar w ciągu 3 lat)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
NIER_DZGR	kupiono działkę, grunty rolne lub leśne (kupiono lub zamiar w ciągu 3 lat)	kupiono działkę, grunty rolne lub leśne (kupiono lub zamiar w ciągu 3 lat)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - kupiono	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
NIER_ZAK	Zakup lub budowa nieruchomości (kupiono/zbudowano lub zamiar w ciągu 3 lat)	Zakup lub budowa nieruchomości (kupiono/zbudowano lub zamiar w ciągu 3 lat)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości	Aktywność konsumencka gospodarstwa domowego/Nieruchomości	0	0	0	0	0	0	0	0	0	0	0	dane metryczkowe	0
NIERO1_BDOM	prowadzono budowę domu (w ciągu 6 miesięcy)	prowadzono budowę domu (w ciągu 6 miesięcy)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - budowa lub remont	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - budowa lub remont	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
NIERO1_RDOM	przebudowa, kapitalny remont domu wymagający zgłoszenia lub pozwolenia na budowę (w ciągu 6 miesięcy) 	przebudowa, kapitalny remont domu wymagający zgłoszenia lub pozwolenia na budowę (w ciągu 6 miesięcy)	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - budowa lub remont	Aktywność konsumencka gospodarstwa domowego/Nieruchomości/Nieruchomości - budowa lub remont	0	0	0	0	0	binary	0	0	0	0	0	dane metryczkowe	0
